350,0,50,150,250,0,1,1
351,0,49,149,249,0,1,1
352,0,48,148,248,0,1,1
353,0,47,147,247,0,1,1
354,0,46,146,246,0,1,1
355,0,45,145,245,0,1,1
356,0,44,144,244,0,1,1
357,0,43,143,243,0,1,1
358,0,42,142,242,0,1,1
359,0,41,141,241,0,1,1
360,0,40,140,240,0,1,1
361,0,39,139,239,0,1,1
362,0,38,138,238,0,1,1
363,0,37,137,237,0,1,1
364,0,36,136,236,0,1,1
365,0,35,135,235,0,1,1
366,0,34,134,234,0,1,1
367,0,33,133,233,0,1,1
368,0,32,132,232,0,1,1
369,0,31,131,231,0,1,1
370,0,30,130,230,0,1,1
371,0,29,129,229,0,1,1
372,0,28,128,228,0,1,1
373,0,27,127,227,0,1,1
374,0,26,126,226,0,1,1
375,0,25,125,225,0,1,1
376,0,24,124,224,0,1,1
377,0,23,123,223,0,1,1
378,0,22,122,222,0,1,1
379,0,21,121,221,0,1,1
380,0,20,120,220,0,1,1
381,0,19,119,219,0,1,1
382,0,18,118,218,0,1,1
383,0,17,117,217,0,1,1
384,0,16,116,216,0,1,1
385,0,15,115,215,0,1,1
386,0,14,114,214,0,1,1
387,0,13,113,213,0,1,1
388,0,12,112,212,0,1,1
389,0,11,111,211,0,1,1
390,0,10,110,210,0,1,1
391,0,9,109,209,0,1,1
392,0,8,108,208,0,1,1
393,0,7,107,207,0,1,1
394,0,6,106,206,0,1,1
395,0,5,105,205,0,1,1
396,0,4,104,204,0,1,1
397,0,3,103,203,0,1,1
398,0,2,102,202,0,1,1
399,0,1,101,201,0,1,1
400,0,0,100,200,1,0,1
401,0,-1,99,199,1,0,1
402,0,-2,98,198,0,1,1
403,0,-3,97,197,0,1,1
404,0,-4,96,196,0,1,1
405,0,-5,95,195,1,0,1
406,0,-6,94,194,1,0,1
407,0,-7,93,193,1,0,1
408,0,-8,92,192,1,0,1
409,0,-9,91,191,1,0,1
410,0,-10,90,190,1,0,1
411,0,-11,89,189,1,0,1
412,0,-12,88,188,1,0,1
413,0,-13,87,187,1,0,1
414,0,-14,86,186,1,0,1
415,0,-15,85,185,1,0,1
416,0,-16,84,184,1,0,1
417,0,-17,83,183,1,0,1
418,0,-18,82,182,1,0,1
419,0,-19,81,181,1,0,1
420,0,-20,80,180,1,0,1
421,0,-21,79,179,1,0,1
422,0,-22,78,178,1,0,1
423,0,-23,77,177,1,0,1
424,0,-24,76,176,1,0,1
425,0,-25,75,175,1,0,1
426,0,-26,74,174,1,0,1
427,0,-27,73,173,1,0,1
428,0,-28,72,172,1,0,1
429,0,-29,71,171,1,0,1
430,0,-30,70,170,1,0,1
431,0,-31,69,169,1,0,1
432,0,-32,68,168,1,0,1
433,0,-33,67,167,1,0,1
434,0,-34,66,166,1,0,1
435,0,-35,65,165,1,0,1
436,0,-36,64,164,1,0,1
437,0,-37,63,163,1,0,1
438,0,-38,62,162,1,0,1
439,0,-39,61,161,1,0,1
440,0,-40,60,160,1,0,1
441,0,-41,59,159,1,0,1
442,0,-42,58,158,1,0,1
443,0,-43,57,157,1,0,1
444,0,-44,56,156,1,0,1
445,0,-45,55,155,1,0,1
446,0,-46,54,154,1,0,1
447,0,-47,53,153,1,0,1
448,0,-48,52,152,1,0,1
449,0,-49,51,151,1,0,1
450,0,-50,50,150,1,0,1
451,0,-51,49,149,1,0,1
452,0,-52,48,148,1,0,1
453,0,-53,47,147,1,0,1
454,0,-54,46,146,1,0,1
455,0,-55,45,145,1,0,1
456,0,-56,44,144,1,0,1
457,0,-57,43,143,1,0,1
458,0,-58,42,142,1,0,1
459,0,-59,41,141,1,0,1
460,0,-60,40,140,1,0,1
461,0,-61,39,139,1,0,1
462,0,-62,38,138,1,0,1
463,0,-63,37,137,1,0,1
464,0,-64,36,136,1,0,1
465,0,-65,35,135,1,0,1
466,0,-66,34,134,1,0,1
467,0,-67,33,133,1,0,1
468,0,-68,32,132,1,0,1
469,0,-69,31,131,1,0,1
470,0,-70,30,130,1,0,1
471,0,-71,29,129,1,0,1
472,0,-72,28,128,1,0,1
473,0,-73,27,127,1,0,1
474,0,-74,26,126,1,0,1
475,0,-75,25,125,1,0,1
476,0,-76,24,124,1,0,1
477,0,-77,23,123,1,0,1
478,0,-78,22,122,1,0,1
479,0,-79,21,121,1,0,1
480,0,-80,20,120,1,0,1
481,0,-81,19,119,1,0,1
482,0,-82,18,118,1,0,1
483,0,-83,17,117,1,0,1
484,0,-84,16,116,1,0,1
485,0,-85,15,115,1,0,1
486,0,-86,14,114,1,0,1
487,0,-87,13,113,1,0,1
488,0,-88,12,112,1,0,1
489,0,-89,11,111,1,0,1
490,0,-90,10,110,1,0,1
491,0,-91,9,109,1,0,1
492,0,-92,8,108,1,0,1
493,0,-93,7,107,1,0,1
494,0,-94,6,106,1,0,1
495,0,-95,5,105,1,0,1
496,0,-96,4,104,1,0,1
497,0,-97,3,103,1,0,1
498,0,-98,2,102,1,0,1
499,0,-99,1,101,1,0,1
500,0,-100,0,100,1,1,0
501,0,-101,-1,99,1,1,0
502,0,-102,-2,98,1,0,1
503,0,-103,-3,97,1,0,1
504,0,-104,-4,96,1,0,1
505,0,-105,-5,95,1,1,0
506,0,-106,-6,94,1,1,0
507,0,-107,-7,93,1,1,0
508,0,-108,-8,92,1,1,0
509,0,-109,-9,91,1,1,0
510,0,-110,-10,90,1,1,0
511,0,-111,-11,89,1,1,0
512,0,-112,-12,88,1,1,0
513,0,-113,-13,87,1,1,0
514,0,-114,-14,86,1,1,0
515,0,-115,-15,85,1,1,0
516,0,-116,-16,84,1,1,0
517,0,-117,-17,83,1,1,0
518,0,-118,-18,82,1,1,0
519,0,-119,-19,81,1,1,0
520,0,-120,-20,80,1,1,0
521,0,-121,-21,79,1,1,0
522,0,-122,-22,78,1,1,0
523,0,-123,-23,77,1,1,0
524,0,-124,-24,76,1,1,0
525,0,-125,-25,75,1,1,0
526,0,-126,-26,74,1,1,0
527,0,-127,-27,73,1,1,0
528,0,-128,-28,72,1,1,0
529,0,-129,-29,71,1,1,0
530,0,-130,-30,70,1,1,0
531,0,-131,-31,69,1,1,0
532,0,-132,-32,68,1,1,0
533,0,-133,-33,67,1,1,0
534,0,-134,-34,66,1,1,0
535,0,-135,-35,65,1,1,0
536,0,-136,-36,64,1,1,0
537,0,-137,-37,63,1,1,0
538,0,-138,-38,62,1,1,0
539,0,-139,-39,61,1,1,0
540,0,-140,-40,60,1,1,0
541,0,-141,-41,59,1,1,0
542,0,-142,-42,58,1,1,0
543,0,-143,-43,57,1,1,0
544,0,-144,-44,56,1,1,0
545,0,-145,-45,55,1,1,0
546,0,-146,-46,54,1,1,0
547,0,-147,-47,53,1,1,0
548,0,-148,-48,52,1,1,0
549,0,-149,-49,51,1,1,0
